pid,majorcat,province,area,sex,age,a003,a004_10,a010,a014,a016,a018,a019,a038,a039,a043,a045,a046,a048,a392,a116,a117,a140,a141,a144,a146,a158,a159,a160,a161,a162,d007_10,d016,d020,d041,d042,d046,d048,d049,d051,d254,d106,d107,d130,d131,d134,d136,d144,d145,d146,d147,d148,f073,f074,h001,q001,q015,q016,q017,p001,year,Resign,First_Work,Admission,Graduation,Cur,Cur_Work_date,Start_Work1_date,End_Work1_date,Work_to_Cur,Start_to_End,ck,FirstWorkPeriod,LongWork,LongWork2,major_same,major_help,big_company,work_sati,company_sati,supply1,supply2,supply3,supply4,supply5,supply6,supply7,work_day,work_time,insurance1,insurance2,insurance3,insurance4,insurance5,com_area,industry,score,q001G,p001G,provinceG,major_sameG,major_helpG,majorcatG,q015G,q016G,q017G,big_companyG,work_satiG,company_satiG,supply,work_timeB,commuting_time,나이,학점,성별,건강상태,결혼상태,대학지역,전공일치,본전공,재학중일자리경험,삶의만족도_개인,삶의만족도_관계,삶의만족도_소속집단,종사자수,업무만족도,교통수단,출퇴근시간
100166,1,2,경기,2,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,5.0,5.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,2,3.2,1,3,3,5,5,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-10-01,,7.0,0,7.0,0,0,3,3,3,5,5,1,1,1,1,1,1,1,5.0,6,1,3,1,1,1,1.0,9.0,2.0930232558,2,1,1,2,2,1,1,3,3,2.0,3,3,1,0,,22.5,2.0930232558,여자,보통이다,미혼,수도권,보통이다,문과,있다,그렇다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,
100191,1,4,울산,2,26.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,6.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,40.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3,4.3,2,4,4,6,6,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2017-11-01,2018-05-01,,6.0,0,6.0,0,0,3,4,6,3,3,1,2,2,2,2,2,2,5.0,40,2,2,2,2,2,7.0,16.0,3.0,3,1,2,2,3,1,2,3,3,2.0,2,2,0,0,,26.916666667,3.0,여자,건강하다,미혼,비수도권,보통이다,문과,없다,보통이다,그렇지않다,그렇지않다,1000명미만,보통이다,,
100212,1,2,경기,2,24.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,-1.0,8.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,6.0,40.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2,3.1,1,3,4,4,4,1,2018,1,2,2013-03-01,2017-08-31,2018-09-01,,2018-01-01,2018-08-01,,7.0,0,7.0,0,0,1,1,-1,3,3,3,2,2,3,1,2,2,6.0,40,3,3,3,3,3,8.0,14.0,2.0930232558,2,1,1,1,1,1,2,2,2,,2,2,0,0,,24.666666667,2.0930232558,여자,보통이다,미혼,수도권,맞지않다,문과,있다,보통이다,보통이다,보통이다,,보통이다,,
100221,1,2,경기,2,25.25,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,25.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3,3.0,1,4,5,5,5,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-07-01,2018-11-01,,4.0,0,4.0,0,0,1,3,1,3,3,2,2,2,1,2,2,2,5.0,25,2,2,2,2,2,5.0,9.0,3.0,3,1,1,1,2,1,3,3,3,2.0,2,2,0,0,,25.25,3.0,여자,건강하다,미혼,수도권,맞지않다,문과,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,
100278,1,2,경기,2,22.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,-1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,40.0,4.0,5.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,3,2.9,1,3,6,7,5,1,2018,1,2,2015-03-01,2018-02-28,2018-09-01,,2018-10-01,2018-11-01,,1.0,0,1.0,0,0,4,4,-1,5,4,3,3,3,3,3,3,3,5.0,40,1,3,1,1,1,1.0,10.0,3.0,2,1,1,3,3,1,3,3,3,,3,3,0,0,,22.666666667,3.0,여자,보통이다,미혼,수도권,잘맞다,문과,있다,그렇지않다,그렇지않다,그렇지않다,,그렇지않다,,
100296,1,4,경남,2,23.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,-1.0,15.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,5.0,40.0,4.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,3,3.0,1,4,7,7,6,1,2018,1,2,2015-03-01,2018-02-28,2018-09-01,,2018-05-01,2019-05-01,,12.0,0,12.0,1,0,1,2,-1,4,4,1,1,3,1,2,1,3,5.0,40,1,3,1,1,1,15.0,7.0,3.0,3,1,2,1,1,1,3,3,3,,3,3,0,0,,23.333333333,3.0,여자,건강하다,미혼,비수도권,맞지않다,문과,있다,그렇지않다,그렇지않다,그렇지않다,,그렇지않다,,
100464,2,2,경기,1,27.75,2.0,15.0,9.0,8.0,1.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,40.0,4.0,4.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,3,3.0,2,5,6,6,6,1,2018,0,1,2016-03-01,2018-02-28,2018-09-01,2014-03-01,,,54.0,,0,54.0,1,1,3,4,9,4,4,1,1,3,1,1,1,3,5.0,40,2,1,1,2,1,8.0,15.0,3.0,3,1,1,2,3,1,3,3,3,1.0,3,3,0,0,3.0,27.75,3.0,남자,건강하다,미혼,수도권,보통이다,문과,없다,그렇지않다,그렇지않다,그렇지않다,1000명이상,그렇지않다,도보,3.0
100486,2,2,경기,2,23.75,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,-1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,5.0,40.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,3,3.4,2,4,4,5,5,1,2018,1,2,2015-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-03-01,,12.0,0,12.0,1,0,4,4,-1,4,4,1,1,3,1,1,3,1,5.0,40,1,3,1,1,1,1.0,8.0,3.0,3,1,1,3,3,1,2,3,3,,3,3,0,0,,23.75,3.0,여자,건강하다,미혼,수도권,잘맞다,문과,없다,보통이다,그렇지않다,그렇지않다,,그렇지않다,,
100710,2,1,서울,2,22.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,-1.0,8.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,35.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3,3.4,2,3,3,4,4,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-04-01,2019-01-01,,9.0,0,9.0,0,0,1,2,-1,3,3,3,3,3,3,3,3,3,4.0,35,3,3,3,3,3,8.0,7.0,3.0,2,1,1,1,1,1,1,2,2,,2,2,0,0,,22.166666667,3.0,여자,보통이다,미혼,수도권,맞지않다,문과,없다,그렇다,보통이다,보통이다,,보통이다,,
100717,2,1,서울,2,21.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,-1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,4.0,3.0,3.0,5.0,1.0,3.0,1.0,1.0,1.0,2,3.0,1,4,7,7,7,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2017-12-01,2019-03-01,,15.0,0,15.0,1,0,3,5,-1,3,4,1,1,2,2,1,1,1,5.0,40,1,3,1,1,1,1.0,11.0,2.0930232558,3,1,1,2,3,1,3,3,3,,2,3,0,0,,21.916666667,2.0930232558,여자,건강하다,미혼,수도권,보통이다,문과,있다,그렇지않다,그렇지않다,그렇지않다,,보통이다,,
100763,2,2,경기,1,24.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,3.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,3.8,2,5,6,6,6,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-03-01,,12.0,0,12.0,1,0,2,2,3,3,3,1,1,1,1,1,1,1,5.0,40,2,2,2,2,2,8.0,13.0,3.0,3,1,1,1,1,1,3,3,3,2.0,2,2,1,0,,24.666666667,3.0,남자,건강하다,미혼,수도권,맞지않다,문과,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,
100810,2,4,대구,1,24.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,48.0,5.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,3,4.0,1,5,6,6,6,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-02-01,2019-02-01,,12.0,0,12.0,1,0,1,4,1,4,5,2,2,2,2,2,2,2,6.0,48,2,2,2,2,2,14.0,7.0,3.0,3,1,2,1,3,1,3,3,3,2.0,3,3,0,1,,24.583333333,3.0,남자,건강하다,미혼,비수도권,맞지않다,문과,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,
101082,2,4,부산,2,21.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,9.0,15.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,16.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2,4.1,2,3,5,5,5,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-08-01,,5.0,0,5.0,0,0,1,1,9,3,3,3,2,2,1,1,3,2,1.0,16,1,3,1,1,1,15.0,7.0,2.0930232558,2,1,2,1,1,1,3,3,3,1.0,2,2,0,0,,21.916666667,2.0930232558,여자,보통이다,미혼,비수도권,맞지않다,문과,없다,그렇지않다,그렇지않다,그렇지않다,1000명이상,보통이다,,
101202,2,2,경기,1,26.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,40.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,1,3.7,2,5,6,7,6,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-04-01,2018-06-01,,2.0,0,2.0,0,0,4,4,1,4,4,2,2,2,2,2,2,2,5.0,40,1,2,1,1,2,8.0,10.0,1.125,3,1,1,3,3,1,3,3,3,2.0,3,3,0,0,,26.583333333,1.125,남자,건강하다,미혼,수도권,잘맞다,문과,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,
101500,3,4,경남,2,22.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,-1.0,15.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,5.0,40.0,4.0,4.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1,3.6,2,3,4,4,4,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-02-01,,11.0,0,11.0,0,0,3,2,-1,4,4,1,1,3,3,1,3,3,5.0,40,1,3,3,1,1,15.0,17.0,1.125,2,1,2,2,1,1,2,2,2,,3,3,0,0,,22.416666667,1.125,여자,보통이다,미혼,비수도권,보통이다,문과,없다,보통이다,보통이다,보통이다,,그렇지않다,,
101507,3,4,경북,2,22.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,2.0,14.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,40.0,2.0,2.0,5.0,5.0,1.0,3.0,1.0,1.0,1.0,3,4.2,1,3,5,5,5,1,2018,1,2,2015-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-03-01,,12.0,0,12.0,1,0,5,5,2,2,2,1,1,3,1,1,1,3,5.0,40,1,3,1,1,1,14.0,17.0,3.0,2,1,2,3,3,1,3,3,3,2.0,1,1,0,0,,22.583333333,3.0,여자,보통이다,미혼,비수도권,잘맞다,문과,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇다,,
101521,3,4,대구,2,24.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,3.0,14.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,5.0,45.0,1.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,3.0,3,3.7,1,2,7,7,7,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-02-01,2018-07-01,,5.0,0,5.0,0,0,3,4,3,3,1,1,2,3,2,1,2,3,5.0,45,1,3,1,1,3,14.0,17.0,3.0,1,1,2,2,3,1,3,3,3,2.0,2,1,0,1,,24.166666667,3.0,여자,건강하지않다,미혼,비수도권,보통이다,문과,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,
101660,4,2,경기,1,25.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,-1.0,8.0,3.0,1.0,3.0,2.0,1.0,3.0,3.0,5.0,45.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,3,3.8,1,3,7,7,7,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2017-07-01,2018-06-01,,11.0,0,11.0,0,0,3,4,-1,3,3,3,1,3,2,1,3,3,5.0,45,1,3,1,1,1,8.0,13.0,3.0,2,1,1,2,3,2,3,3,3,,2,2,0,1,,25.916666667,3.0,남자,보통이다,미혼,수도권,보통이다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,,보통이다,,
101693,4,2,인천,2,23.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,-1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,18.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3,4.0,1,3,4,4,4,1,2018,1,2,2015-03-01,2018-02-28,2018-09-01,,2019-07-01,2019-08-01,,1.0,0,1.0,0,0,2,3,-1,4,4,3,3,3,3,3,3,3,2.0,18,2,2,2,2,2,1.0,7.0,3.0,2,1,1,1,2,2,2,2,2,,3,3,0,0,,23.166666667,3.0,여자,보통이다,미혼,수도권,맞지않다,이공계,있다,보통이다,보통이다,보통이다,,그렇지않다,,
101694,4,2,인천,2,23.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,-1.0,8.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,45.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3,3.0,1,3,4,4,4,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-07-01,2018-08-01,,1.0,0,1.0,0,0,3,3,-1,3,1,2,3,3,2,3,3,3,5.0,45,2,2,2,2,2,8.0,6.0,3.0,2,1,1,2,2,2,2,2,2,,2,1,0,1,,23.833333333,3.0,여자,보통이다,미혼,수도권,보통이다,이공계,있다,보통이다,보통이다,보통이다,,보통이다,,
101700,4,3,충북,2,24.416666667,2.0,7.0,1.0,1.0,6.0,0.0,35.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,5.0,30.0,4.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1,1.0,2,5,1,1,1,1,2018,0,1,2016-03-01,2018-02-28,2018-09-01,2014-12-01,,,45.0,,0,45.0,1,1,1,2,1,4,4,1,1,3,1,2,2,1,5.0,30,1,3,1,1,1,1.0,7.0,1.125,3,1,2,1,1,2,1,1,1,2.0,3,3,0,0,35.0,24.416666667,1.125,여자,건강하다,미혼,비수도권,맞지않다,이공계,없다,그렇다,그렇다,그렇다,1000명미만,그렇지않다,전철/지하철,35.0
101733,4,2,강원,1,25.083333333,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,-1.0,9.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,16.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3,3.8,2,4,7,7,7,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2017-11-01,2019-08-01,,21.0,0,21.0,1,0,1,1,-1,4,4,2,2,2,1,2,1,2,2.0,16,3,3,3,3,3,9.0,9.0,3.0,3,1,1,1,1,2,3,3,3,,3,3,0,0,,25.083333333,3.0,남자,건강하다,미혼,수도권,맞지않다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,,그렇지않다,,
101799,4,5,전남,1,32.166666667,2.0,6.0,4.0,13.0,2.0,0.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,4.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1,3.5,2,5,5,7,7,2,2018,0,1,2017-03-01,2018-02-28,2018-09-01,2014-04-01,,,53.0,,0,53.0,1,1,2,3,4,4,4,1,1,1,1,1,1,1,5.0,40,1,2,1,1,1,13.0,6.0,1.125,3,2,2,1,2,2,3,3,3,2.0,3,3,1,0,30.0,32.166666667,1.125,남자,건강하다,기혼,비수도권,맞지않다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,승용차,30.0
101818,4,1,서울,1,25.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,35.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3,3.9,1,5,5,5,5,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-07-01,2018-10-01,,3.0,0,3.0,0,0,1,2,1,4,4,2,2,2,2,2,2,2,5.0,35,2,2,2,2,2,1.0,18.0,3.0,3,1,1,1,1,2,3,3,3,2.0,3,3,0,0,,25.666666667,3.0,남자,건강하다,미혼,수도권,맞지않다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,,
101864,4,5,전남,1,30.5,2.0,6.0,3.0,13.0,2.0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,48.0,3.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,3,3.0,2,3,3,5,3,2,2018,0,1,2016-03-01,2018-02-28,2018-09-01,2015-02-01,,,43.0,,0,43.0,1,1,3,4,3,3,3,1,1,1,1,1,1,1,6.0,48,1,2,1,1,1,13.0,6.0,3.0,2,2,2,2,3,2,1,3,1,2.0,2,2,1,1,15.0,30.5,3.0,남자,보통이다,기혼,비수도권,보통이다,이공계,없다,그렇다,그렇지않다,그렇다,1000명미만,보통이다,승용차,15.0
101878,4,3,대전,1,24.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,40.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3,3.2,2,3,4,4,4,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-06-01,2019-07-01,,13.0,0,13.0,1,0,2,2,-1,2,2,1,1,1,1,1,1,1,5.0,40,1,2,1,1,1,1.0,14.0,3.0,2,1,2,1,1,2,2,2,2,,1,1,1,0,,24.666666667,3.0,남자,보통이다,미혼,비수도권,맞지않다,이공계,없다,보통이다,보통이다,보통이다,,그렇다,,
101900,4,5,전남,1,24.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2.0,13.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,22.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3,3.7,1,5,3,4,5,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-10-01,2019-05-01,,7.0,0,7.0,0,0,1,1,2,4,3,2,2,2,1,2,2,2,5.0,22,2,2,3,3,3,13.0,9.0,3.0,3,1,2,1,1,2,1,2,3,2.0,3,2,0,0,,24.666666667,3.0,남자,건강하다,미혼,비수도권,맞지않다,이공계,있다,그렇다,보통이다,그렇지않다,1000명미만,그렇지않다,,
101918,4,2,인천,1,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,9.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,40.0,3.0,4.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,3,3.6,1,4,4,4,4,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-08-01,2018-09-01,,1.0,0,1.0,0,0,1,2,9,4,3,1,3,3,3,3,3,3,5.0,40,3,3,1,1,1,5.0,14.0,3.0,3,1,1,1,1,2,2,2,2,1.0,3,2,0,0,,24.5,3.0,남자,건강하다,미혼,수도권,맞지않다,이공계,있다,보통이다,보통이다,보통이다,1000명이상,그렇지않다,,
101965,4,4,경남,2,22.25,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,15.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,48.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3.7,2,4,5,6,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-04-01,2018-08-01,,4.0,0,4.0,0,0,2,2,1,3,3,2,2,2,2,2,2,2,6.0,48,2,2,2,2,2,15.0,9.0,1.125,3,1,2,1,1,2,3,3,3,2.0,2,2,0,1,,22.25,1.125,여자,건강하다,미혼,비수도권,맞지않다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,
101978,4,4,부산,1,24.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,-1.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,5.0,45.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3,4.2,1,4,5,5,5,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-02-01,2019-06-01,,16.0,0,16.0,1,0,2,3,-1,4,4,3,3,3,3,1,3,3,5.0,45,2,2,2,1,2,2.0,18.0,3.0,3,1,2,1,2,2,3,3,3,,3,3,0,1,,24.583333333,3.0,남자,건강하다,미혼,비수도권,맞지않다,이공계,있다,그렇지않다,그렇지않다,그렇지않다,,그렇지않다,,
101993,4,1,서울,1,21.75,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,-1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,48.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3,4.2,1,2,4,6,6,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-10-01,2018-12-01,,2.0,0,2.0,0,0,1,2,-1,3,3,3,3,3,3,3,3,3,6.0,48,1,2,1,1,1,1.0,6.0,3.0,1,1,1,1,1,2,2,3,3,,2,2,0,1,,21.75,3.0,남자,건강하지않다,미혼,수도권,맞지않다,이공계,있다,보통이다,그렇지않다,그렇지않다,,보통이다,,
102014,4,2,경기,1,24.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,-1.0,8.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,5.0,40.0,3.0,3.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,1,3.5,2,5,5,5,5,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-02-01,2019-04-01,,14.0,0,14.0,1,0,4,4,-1,3,3,1,3,3,1,1,3,3,5.0,40,1,3,1,1,1,8.0,3.0,1.125,3,1,1,3,3,2,3,3,3,,2,2,0,0,,24.583333333,1.125,남자,건강하다,미혼,수도권,잘맞다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,,보통이다,,
102151,4,5,광주,1,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,6.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,5.5,49.0,2.0,3.0,4.0,4.0,1.0,2.0,1.0,3.0,3.0,3,3.8,2,4,7,7,7,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-01-01,2018-04-01,,3.0,0,3.0,0,0,4,4,4,3,2,1,1,3,3,1,1,3,5.5,49,1,2,1,3,3,6.0,3.0,3.0,3,1,2,3,3,2,3,3,3,2.0,2,1,0,1,,24.5,3.0,남자,건강하다,미혼,비수도권,잘맞다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,보통이다,,
102165,4,2,강원,1,24.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,-1.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,8.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3,3.9,2,3,4,4,4,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-07-01,2019-02-01,,7.0,0,7.0,0,0,2,3,-1,3,3,2,2,2,2,2,2,2,1.0,8,2,2,2,2,2,9.0,18.0,3.0,2,1,1,1,2,2,2,2,2,,2,2,0,0,,24.666666667,3.0,남자,보통이다,미혼,수도권,맞지않다,이공계,없다,보통이다,보통이다,보통이다,,보통이다,,
102211,4,4,경북,1,23.75,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.0,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,40.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3.5,2,4,4,4,4,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-09-01,2019-03-01,,6.0,0,6.0,0,0,1,3,1,3,3,2,2,2,2,2,2,2,5.0,40,3,3,3,3,3,14.0,18.0,3.0,3,1,2,1,2,2,2,2,2,2.0,2,2,0,0,,23.75,3.0,남자,건강하다,미혼,비수도권,맞지않다,이공계,없다,보통이다,보통이다,보통이다,1000명미만,보통이다,,
102217,4,5,전남,1,28.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,-1.0,13.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,5.0,40.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,3,3.9,2,5,6,6,6,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-05-01,2018-06-01,,1.0,0,1.0,0,0,1,2,-1,3,3,1,1,3,1,1,3,3,5.0,40,1,3,3,1,1,13.0,6.0,3.0,3,1,2,1,1,2,3,3,3,,2,2,0,0,,28.416666667,3.0,남자,건강하다,미혼,비수도권,맞지않다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,,보통이다,,
102285,4,4,경남,1,26.166666667,2.0,19.0,1.0,15.0,1.0,0.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,6.0,44.0,4.0,4.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,3,3.5,2,4,6,6,6,1,2018,0,1,2016-03-01,2018-02-28,2018-09-01,2015-03-01,,,42.0,,0,42.0,1,1,4,3,1,4,4,1,1,3,1,1,1,3,6.0,44,1,2,1,1,1,15.0,19.0,3.0,3,1,2,3,2,2,3,3,3,2.0,3,3,0,1,5.0,26.166666667,3.0,남자,건강하다,미혼,비수도권,잘맞다,이공계,없다,그렇지않다,그렇지않다,그렇지않다,1000명미만,그렇지않다,도보,5.0
